movie_UiD,title,genres
19592,Csontvary,(no genres listed)
19593,April,"comedy, drama, romance"
19594,Prime Suspect 5: Errors of Judgement,"crime, drama"
19595,Path of Destruction,"action, sci-fi"
19596,Sunshine Superman,documentary
19597,El Ardor,"drama, western"
19598,On the Way to School,documentary
19599,Beat,"action, drama"
19600,Blonde Dynamite,(no genres listed)
19601,Everything Is Copy,documentary
19602,Seven Minutes in Heaven,"comedy, drama, romance"
19603,Faust,"drama, fantasy"
19604,From Caligari to Hitler: German Cinema in the Age of the Masses,documentary
19605,3: The Dale Earnhardt Story,drama
19606,I Spit on Your Grave III: Vengeance is Mine,"horror, thriller"
19607,Incendiary Blonde,romance
19608,Johnny Tsunami,"children, drama"
19609,Isle of Fury,adventure
19610,Jock of the Bushveld,"adventure, animation, children, comedy"
19611,Evil Behind You,"action, thriller"
19612,Johnny Kapahala - Back on Board,"children, comedy, drama"
19613,Kamikaze 1989,"sci-fi, thriller"
19614,Call to Arms,"action, adventure, drama"
19615,Heroes Of Sung,"action, adventure, drama"
19616,'Twas the Night,children
19617,The Rescue,action
19618,Jackrabbit,"sci-fi, thriller"
19619,Senior Week,(no genres listed)
19620,Turkey Shoot,"horror, sci-fi"
19621,Lucky Losers,comedy
19622,Mapplethorpe: Look at the Pictures,(no genres listed)
19623,The Ultimate Christmas Present,"children, comedy"
19624,Blondie Goes Latin,comedy
19625,Only the Dead,"documentary, war"
19626,"Merry Christmas, Drake and Josh",comedy
19627,Angel Baby,drama
19628,Sudden Danger,"crime, drama"
19629,Problem Child 3,"comedy, fantasy"
19630,Sugar,"drama, romance"
19631,Lucky Luke: The Ballad of the Daltons,"animation, children, comedy, western"
19632,The Paper Brigade,"adventure, children, comedy"
19633,Tarnished Angel,drama
19634,Zenon: Girl of the 21st Century,"adventure, children, comedy"
19635,00 Schneider - Jagd auf Nihil Baxter,"comedy, crime"
19636,Zenon: The Zequel,"adventure, children, comedy, sci-fi"
19637,The Extra Girl,comedy
19638,Zenon: Z3,"adventure, children, comedy"
19639,Fatty Finn,"children, comedy, fantasy"
19640,"Up, Up, and Away","action, children"
19641,"Ich Chef, Du Turnschuh","comedy, drama"
19642,Don't Look Under the Bed,"children, drama"
19643,The Lone Wolf Strikes,"comedy, crime, drama, romance, thriller"
19644,Belles Familles,"comedy, drama"
19645,Mr. Civil Rights: Thurgood Marshall and the NAACP,(no genres listed)
19646,MÃ¡ncora,"drama, romance"
19647,Time Out for Rhythm,comedy
19648,Eddie's Million Dollar Cook Off,(no genres listed)
19649,The Man Who Knew Infinity,drama
19650,Valley of the Kings,adventure
19651,Keep 'Em Flying,"comedy, war"
19652,Wendy Wu: Homecoming Warrior,"action, adventure, children"
19653,Hit the Ice,comedy
19654,In Society,comedy
19655,Fatal Bond,"drama, thriller"
19656,Here Come the Co-eds,comedy
19657,Little Giant,comedy
19658,18 Year Old Virgin,comedy
19659,Web Junkie,documentary
19660,No Men Beyond This Point,(no genres listed)
19661,On Dress Parade,drama
19662,Malibu Hot Summer,(no genres listed)
19663,Despite the Falling Snow,"drama, romance, thriller"
19664,The Curse of Inferno,"comedy, crime, drama"
19665,Princess Jellyfish,comedy
19666,Everybody Wants Some,comedy
19667,Mithya,"comedy, crime, drama"
19668,Raghu Romeo,(no genres listed)
19669,Strays,drama
19670,Carjacked,"action, thriller"
19671,Aachi and Ssipak,"action, animation, horror"
19672,Boys Over Flowers,"comedy, drama, romance"
19673,He's Beautiful!,"comedy, drama, romance"
19674,Sing Street,drama
19675,All-Stars,comedy
19676,Bite Size,documentary
19677,Ayanda,"drama, romance"
19678,Perceval,"drama, romance"
19679,Folk Hero & Funny Guy,comedy
19680,Flower Girl,"comedy, romance"
19681,A Millionaire's First Love,"drama, romance"
19682,Sniper: Weapons of Retaliation,"action, drama, war"
19683,Hot Splash,(no genres listed)
19684,Dreamland,"comedy, drama, romance"
19685,Sight,sci-fi
19686,The Love-stricken,(no genres listed)
19687,Life Even Looks Like a Party,documentary
19688,Bag Man,(no genres listed)
19689,The Twin,comedy
19690,Taking Chances,"comedy, romance"
19691,Dean,comedy
19692,Les Coquillettes,"comedy, drama"
19693,Fate,"drama, thriller"
19694,Come Down Molly,"comedy, drama"
19695,Senior Project,"comedy, drama"
19696,Chicks,(no genres listed)
19697,Dial H-I-S-T-O-R-Y,documentary
19698,The Net,documentary
19699,Toto in Color,comedy
19700,Mock Up on Mu,"comedy, sci-fi"
19701,Tribulation 99: Alien Anomalies Under America,"comedy, documentary"
19702,Otto - The Movie,comedy
19703,Blues Busters,"comedy, musical"
19704,Triple Trouble,"action, comedy, crime, drama"
19705,Bowery Battalion,"action, comedy"
19706,Crazy Over Horses,comedy
19707,Let's Go Navy!,comedy
19708,Feudin' Fools,comedy
19709,Toto and the King of Rome,comedy
19710,Hold That Line,"action, comedy"
19711,The Brain,"comedy, crime"
19712,Otto - The Alien from East Frisia,comedy
19713,Clipped Wings,comedy
19714,Jalopy,comedy
19715,Loose in London,"action, adventure, comedy"
19716,A Day in Court,"comedy, drama"
19717,Paris Playboys,comedy
19718,Nordsee ist Mordsee,"adventure, drama"
19719,Bowery to Bagdad,comedy
19720,Dig That Uranium,(no genres listed)
19721,High Society,comedy
19722,An American in Rome,comedy
19723,Spy Chasers,comedy
19724,Crashing Las Vegas,"action, comedy"
19725,Second Fiddle to a Steel Guitar,comedy
19726,Angry Indian Goddesses,"comedy, drama"
19727,The Girl in the Photographs,"crime, horror, thriller"
19728,The Unfolding,"horror, mystery, thriller"
19729,Lovers of the CafÃ© Flore,drama
19730,Zoom,"animation, comedy, drama"
19731,Sundays,sci-fi
19732,This Is Normal,drama
19733,He Took His Skin Off for Me,"drama, horror, romance"
19734,Highway to Hellas,comedy
19735,2 Hours,horror
19736,Amal,drama
19737,Wind,animation
19738,Rhinoceros,"animation, comedy"
19739,The Twin Girls of Sunset Street,(no genres listed)
19740,Palmipedarium,"animation, drama"
19741,Ave Maria,(no genres listed)
19742,Day One,(no genres listed)
19743,Everything Will Be Okay,"drama, thriller"
19744,Stutterer,(no genres listed)
19745,Eager,(no genres listed)
19746,Vaesen,(no genres listed)
19747,Hate Story,thriller
19748,Hate Story 2,"drama, romance, thriller"
19749,Absent Minded,(no genres listed)
19750,Small People with Hats,animation
19751,La escopeta nacional,comedy
19752,Catastasis,"horror, thriller"
19753,The Lift,"comedy, thriller"
19754,The T.A.M.I. Show,documentary
19755,In Search of Blind Joe Death: The Saga of John Fahey,documentary
19756,Paterson,(no genres listed)
19757,The Huntsman Winter's War,"action, adventure, drama, fantasy"
19758,Snow Shark: Ancient Snow Beast,"horror, sci-fi"
19759,Rumble,(no genres listed)
19760,Silent Retreat,"horror, mystery, thriller"
19761,The Invisible Kid,"comedy, sci-fi"
19762,The Roman Spring of Mrs. Stone,drama
19763,The Pack,horror
19764,The Houston Story,"crime, drama"
19765,Johnny Stool Pigeon,(no genres listed)
19766,A Storm in the Stars,"drama, romance"
19767,Klondike Kate,western
19768,The Mark of the Whistler,thriller
19769,Voice of the Whistler,thriller
19770,Mysterious Intruder,"crime, mystery"
19771,Hollywood Story,crime
19772,The Overtaxed,comedy
19773,The Iron Glove,adventure
19774,"Let's Kill Uncle, Before Uncle Kills Us","horror, thriller"
19775,BreadCrumbs,"horror, thriller"
19776,Charro!,"action, drama, western"
19777,Stewardess School,"action, comedy"
19778,Enchantment,"comedy, romance"
19779,Killing Them Safely,documentary
19780,TotÃ² Diabolicus,comedy
19781,A Scandal in Paris,"adventure, comedy, crime, drama, romance"
19782,A Good American,(no genres listed)
19783,Another World,(no genres listed)
19784,A 2nd Chance,(no genres listed)
19785,The Invited,horror
19786,How To Plan An Orgy in a Small Town,comedy
19787,Zombie Ass: Toilet of the Dead,"comedy, horror"
19788,Island of Death,"horror, thriller"
19789,White Night,"mystery, romance"
19790,Baishe Srabon,thriller
19791,Monsterwolf,"fantasy, horror"
19792,Joey,children
19793,Very Semi-Serious,documentary
19794,Copacabana Palace,comedy
19795,The Trust,"crime, thriller"
19796,From Bedrooms to Billions,documentary
19797,Aadukalam,"action, drama, thriller"
19798,Summer Storm,drama
19799,Interrogation,"drama, thriller"
19800,Burning an Illusion,(no genres listed)
19801,Dark Horse,"documentary, drama"
19802,7.2,(no genres listed)
19803,Free Angela and All Political Prisoners,documentary
19804,I Due Colonnelli,comedy
19805,Wet Bum,drama
19806,Hey Good Lookin',"animation, comedy, drama"
19807,Tumult,(no genres listed)
19808,The Visit: An Alien Encounter,documentary
19809,Pretty Smart,"comedy, drama"
19810,Yasmine,action
19811,Without Fail,comedy
19812,Canon City,"action, crime, drama"
19813,From Hand to Mouth,"action, comedy"
19814,Man Vs.,"horror, sci-fi, thriller"
19815,Things to Come,drama
19816,Sugar Daddies,thriller
19817,Blue Sky Bones,(no genres listed)
19818,Multi-Facial,drama
19819,Cien niÃ±os esperando un tren,(no genres listed)
19820,Ghosts Before Breakfast,fantasy
19821,Out of Sync,"comedy, drama"
19822,Dangerous Days: Making Blade Runner,documentary
19823,Jimmy Carr: Live,comedy
19824,Jimmy Carr: Stand Up,comedy
19825,Jimmy Carr: Comedian,comedy
19826,Jimmy Carr: In Concert,comedy
19827,Jimmy Carr: Telling Jokes,comedy
19828,Jimmy Carr: Making People Laugh,comedy
19829,Jimmy Carr: Being Funny,comedy
19830,Jimmy Carr: Laughing and Joking,comedy
19831,Internet Story,"animation, drama"
19832,"Water, Wind, Dust",drama
19833,Kara,"drama, sci-fi"
19834,Baby Love,drama
19835,The Dead Room,"horror, thriller"
19836,The Big Bet,(no genres listed)
19837,O Candidato Honesto,comedy
19838,The Magician,"drama, fantasy"
19839,Library Wars: The Last Mission,"action, comedy, romance"
19840,"Cheat, The",drama
19841,Dr. Jekyll and Mr. Hyde,"drama, horror, sci-fi"
19842,"Golem, The (Golem, wie er in die Welt kam, Der)","fantasy, horror"
19843,"Last of the Mohicans, The","adventure, drama"
19844,"Idle Class, The",comedy
19845,"Phantom Carriage, The (KÃ¶rkarlen)",drama
19846,Destiny (a.k.a. Between Two Worlds) (Der mÃ¼de Tod),fantasy
19847,"Sheik, The","adventure, drama, romance"
19848,Haxan: Witchcraft Through the Ages (a.k.a. The Witches),"documentary, horror"
19849,"Man from Beyond, The",mystery
19850,"Hunchback of Notre Dame, The","drama, horror"
19851,Why Worry?,"adventure, comedy, romance"
19852,HE Who Gets Slapped,"drama, thriller"
19853,"Marriage Circle, The",comedy
19854,Sherlock Jr.,"comedy, fantasy, romance"
19855,"Big Parade, The","drama, romance, war"
19856,"Freshman, The",comedy
19857,Greed,drama
19858,Darkroom,thriller
19859,Enchanted Kingdom 3D,documentary
19860,Exodus: Tales from the Enchanted Kingdom,"action, sci-fi"
19861,October,"drama, war"
19862,Old San Francisco,"drama, romance"
19863,"Unknown, The (a.k.a. Alonzo the Armless)","drama, horror, romance"
19864,"Pandora's Box (BÃ¼chse der Pandora, Die)",drama
19865,"Cameraman, The","comedy, drama, romance"
19866,"Fall of the House of Usher, The (chute de la maison Usher, La)","drama, horror"
19867,"Crowd, The",drama
19868,"Man Who Laughs, The","drama, romance"
19869,Sadie Thompson,drama
19870,"Steamboat Bill, Jr.","comedy, romance"
19871,Applause,"drama, musical"
19872,"Andalusian Dog, An (Chien andalou, Un)",fantasy
19873,Little Caesar,"crime, drama"
19874,"Golden Age, The (Ãge d'Or, L')","comedy, drama, romance"
19875,"Champ, The",drama
19876,Monkey Business,comedy
19877,Night Nurse,"crime, drama, mystery, thriller"
19878,Imagining Argentina,"drama, romance, thriller"
19879,Boudu Saved From Drowning (Boudu sauvÃ© des eaux),comedy
19880,Doctor X,"horror, thriller"
19881,Monster High,"comedy, horror, sci-fi"
19882,"Land Without Bread (Hurdes, tierra sin pan, Las)","documentary, drama"
19883,"Old Dark House, The","drama, horror, thriller"
19884,Rasputin and the Empress,drama
19885,Shanghai Express,"adventure, drama, romance"
19886,Sweet Micky for President,documentary
19887,"I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo)","comedy, drama"
19888,Vampyr,"fantasy, horror"
19889,What Price Hollywood?,drama
19890,Dinner at Eight,"comedy, drama, romance"
19891,"Ghoul, The","drama, horror"
19892,Gold Diggers of 1933,musical
19893,Island of Lost Souls,"adventure, horror, romance, sci-fi"
19894,Lady for a Day,comedy
19895,She Done Him Wrong,"comedy, romance"
19896,"Son of Kong, The","adventure, comedy, fantasy"
19897,"Vampire Bat, The",horror
19898,Wild Boys of the Road,"adventure, drama, romance"
19899,"Atalante, L'","comedy, drama, romance"
19900,"Barretts of Wimpole Street, The (a.k.a. Forbidden Alliance)","drama, romance"
19901,"Black Cat, The","adventure, crime, horror, thriller"
19902,Imitation of Life,"drama, romance"
19903,"Lawless Frontier, The","romance, western"
19904,"Lost Patrol, The","adventure, drama, war"
19905,"Merry Widow, The","comedy, musical, romance"
19906,"Scarlet Pimpernel, The","adventure, comedy"
19907,Triple Trouble,comedy
19908,Toni,drama
19909,Triple Troubles,"comedy, drama"
19910,Bonnie Scotland (Heroes of the Regiment),comedy
19911,Kentucky Kernels,comedy
19912,"Informer, The","crime, drama"
19913,Mark of the Vampire,"horror, mystery"
19914,"Raven, The",horror
19915,Werewolf of London,"drama, fantasy, horror, sci-fi"
19916,"Crime of Monsieur Lange, The (Le crime de Monsieur Lange)","comedy, crime, drama"
19917,Fury,"drama, film-noir"
19918,Libeled Lady,"comedy, romance"
19919,Mr. Deeds Goes to Town,"comedy, romance"
19920,Revolt of the Zombies,"horror, war"
19921,Show Boat,"comedy, drama, musical, romance"
19922,These Three,"drama, romance"
19923,Wife vs. Secretary,"comedy, drama, romance"
19924,Camille,"drama, romance"
19925,Captains Courageous,"adventure, drama"
19926,Dead End,"crime, drama, film-noir"
19927,Double Wedding,"comedy, romance"
19928,The Black Hole,"comedy, crime"
19929,Nothing Sacred,"comedy, drama, romance"
19930,"Prisoner of Zenda, The","action, adventure, romance"
19931,Stage Door,drama
19932,Topper,"comedy, fantasy, romance"
19933,"Big Broadcast of 1938, The","comedy, musical, romance"
19934,Woman in Gold,drama
19935,The Amulet of Ogum,drama
19936,"Dawn Patrol, The","drama, war"
19937,A Mother Should Be Loved,(no genres listed)
19938,Flatfoot in Hong Kong,"action, comedy, drama, thriller"
19939,Holiday,"comedy, drama, romance"
19940,"Shopworn Angel, The","drama, romance, war"
19941,Riddle,"mystery, thriller"
19942,Intermezzo,"drama, romance"
19943,"Roaring Twenties, The","crime, drama, thriller"
19944,Wuthering Heights,"drama, romance"
19945,Dr. Kildare's Strange Case,drama
19946,"Story of the Late Chrysanthemums, The (Zangiku monogatari)",drama
19947,Abe Lincoln in Illinois,drama
19948,Boom Town,"adventure, drama, romance"
19949,Brother Orchid,"comedy, crime, drama, romance"
19950,"Edison, the Man",drama
19951,"Letter, The","drama, film-noir"
19952,"Sea Hawk, The","action, adventure, romance"
19953,Ball of Fire,"comedy, romance"
19954,"47 Ronin, The (Genroku ChÃ»shingura)",drama
19955,Here Comes Mr. Jordan,"comedy, fantasy, romance"
19956,In the Navy,"comedy, musical"
19957,It Started with Eve,"comedy, musical, romance"
19958,Never Give a Sucker an Even Break,"comedy, musical"
19959,That Uncertain Feeling,comedy
19960,Disney's Very Merry Christmas Sing Along Songs,animation
19961,Across the Pacific,"action, adventure, romance, war"
19962,All Through the Night,"action, comedy, drama, thriller, war"
19963,Gentleman Jim,"comedy, drama, romance"
19964,"Hard Way, The",drama
19965,My Favorite Blonde,"comedy, romance, thriller"
19966,"Prelude to War (Why We Fight, 1)","documentary, war"
19967,Random Harvest,"drama, romance"
19968,Tales of Manhattan,"comedy, drama"
19969,Action in the North Atlantic,"action, war"
19970,"It's Not You, It's Me","comedy, romance"
19971,"Guy Named Joe, A","drama, fantasy, romance, war"
19972,Heaven Can Wait,"comedy, fantasy, romance"
19973,"Heavenly Body, The","comedy, romance"
19974,"Memphis Belle: A Story of a Flying Fortress, The","documentary, war"
19975,Mr. Lucky,"comedy, romance"
19976,City of Gold,documentary
19977,Thousands Cheer,"comedy, drama, musical"
19978,Day of Wrath (Vredens dag),drama
19979,Cover Girl,"comedy, musical"
19980,"Curse of the Cat People, The",drama
19981,"Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The)","drama, war"
19982,Torment (Hets),drama
19983,"Mask of Dimitrios, The","crime, drama, film-noir, mystery"
19984,Ministry of Fear,"drama, film-noir, thriller"
19985,"Miracle of Morgan's Creek, The","comedy, romance"
19986,Mr. Skeffington,"drama, romance"
19987,Mrs. Parkington,"drama, romance"
19988,Passage to Marseille,"adventure, drama, war"
19989,"White Cliffs of Dover, The","drama, romance, war"
19990,"Enchanted Cottage, The","drama, romance"
19991,Isle of the Dead,"horror, thriller"
19992,"Ivan the Terrible, Part One (Ivan Groznyy I)",drama
19993,"Southerner, The",drama
19994,They Were Expendable,"drama, war"
19995,"Tree Grows in Brooklyn, A",drama
19996,"Beast with Five Fingers, The",horror
19997,"Blue Dahlia, The","crime, drama, film-noir, mystery, thriller"
19998,"Dark Mirror, The","film-noir, thriller"
19999,Deception,"drama, film-noir, thriller"
20000,Humoresque,"drama, romance"
20001,Shoeshine (SciusciÃ ),drama
20002,"Stranger, The","drama, film-noir, thriller"
20003,Mourning Becomes Electra,drama
20004,Nightmare Alley,"drama, film-noir"
20005,Odd Man Out,"crime, drama, film-noir, thriller"
20006,Road to Rio,"adventure, comedy, musical, romance"
20007,"Two Mrs. Carrolls, The","crime, drama, film-noir, thriller"
20008,3 Godfathers,"drama, western"
20009,B.F.'s Daughter,"drama, romance"
20010,"Babe Ruth Story, The",drama
20011,"Lady from Shanghai, The","drama, film-noir, mystery"
20012,Letter from an Unknown Woman,"drama, romance"
20013,Louisiana Story,drama
20014,"Naked City, The","crime, drama, film-noir, mystery"
20015,"Pirate, The","adventure, comedy, musical, romance"
20016,They Live by Night,"crime, film-noir, romance"
20017,"Three Musketeers, The","action, adventure, drama, romance"
20018,Unfaithfully Yours,comedy
20019,Yellow Sky,"crime, western"
20020,One Man's Journey,drama
20021,"Barkleys of Broadway, The","comedy, musical"
20022,In the Good Old Summertime,musical
20023,"Letter to Three Wives, A","comedy, drama"
20024,Orpheus (OrphÃ©e),"drama, fantasy, romance"
20025,"Secret Garden, The","children, drama"
20026,"Story of Seabiscuit, The","drama, romance"
20027,"Terrible Kids (Enfants terribles, Les) (Strange Ones, The)",drama
20028,"Gunfighter, The","action, western"
20029,King Solomon's Mines,"action, adventure, romance"
20030,"Young and the Damned, The (Olvidados, Los)","crime, drama"
20031,Scandal (Shubun),drama
20032,"Greatest Love, The (Europa '51)",drama
20033,Les gazelles,comedy
20034,Unguarded,(no genres listed)
20035,Carbine Williams,"crime, drama"
20036,Clash by Night,"drama, film-noir"
20037,The Young Stranger,drama
20038,"Prisoner of Zenda, The",adventure
20039,"Life of Oharu, The (Saikaku ichidai onna)",drama
20040,Son of Paleface,"action, comedy, romance, western"
20041,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,"comedy, horror, sci-fi"
20042,Gate of Hell (Jigokumon),"drama, romance"
20043,Man on a Tightrope,drama
20044,Uncaged,"comedy, horror, thriller"
20045,"Titfield Thunderbolt, The",comedy
20046,The Birth of SakÃ©,(no genres listed)
20047,"Belles of St. Trinian's, The",comedy
20048,"Crucified Lovers, The (Chikamatsu monogatari)",drama
20049,French Cancan,"comedy, drama, musical, romance"
20050,It Should Happen to You,"comedy, romance"
20051,"Long, Long Trailer, The","comedy, romance"
20052,Magnificent Obsession,"drama, romance"
20053,Salt of the Earth,drama
20054,Samurai I: Musashi Miyamoto (Miyamoto Musashi),"action, adventure, drama"
20055,What Our Fathers Did: A Nazi Legacy,documentary
20056,Three Coins in the Fountain,"drama, romance"
20057,"Cobweb, The",drama
20058,It's Always Fair Weather,"comedy, drama, musical"
20059,Confidential Report,"crime, drama, mystery, thriller"
20060,Night and Fog (Nuit et brouillard),"crime, documentary, war"
20061,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: IchijÃ´ji no kettÃ´),"action, adventure, drama"
20062,"Seven Little Foys, The","comedy, drama"
20063,"Unknown Soldier, The (Tuntematon sotilas)","drama, war"
20064,Anything Goes,musical
20065,"Burmese Harp, The (Biruma no tategoto)","drama, war"
20066,The Silent Touch,(no genres listed)
20067,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettÃ´ GanryÃ»jima),"action, adventure, drama"
20068,Rodan (Sora no daikaijÃ» Radon),adventure
20069,All at Sea,comedy
20070,Intangible Asset Number 82,documentary
20071,Chase a Crooked Shadow,"crime, film-noir, mystery, thriller"
20072,Fiend Without a Face,"horror, sci-fi, thriller"
20073,Jailhouse Rock,"crime, drama, musical, romance"
20074,Man of a Thousand Faces,drama
20075,Son of Sam,"drama, horror, thriller"
20076,"Spirit of St. Louis, The","adventure, drama"
20077,"Undead, The","fantasy, horror"
20078,Zero Hour!,"drama, thriller"
20079,Carve Her Name with Pride,"drama, war"
20080,Jig,documentary
20081,Corridors of Blood,"crime, drama, horror, thriller"
20082,Svens Geheimnis,drama
20083,Giants and Toys (Kyojin to gangu),"comedy, drama"
20084,"Last Hurrah, The",drama
20085,Machine Gun Kelly,"action, crime"
20086,Texas - Doc Snyder hÃ¤lt die Welt in Atem,"comedy, western"
20087,Teacher's Pet,"comedy, romance"
20088,Praxis Dr. Hasenbein,comedy
20089,Eco-Pirate: The Story of Paul Watson,documentary
20090,Torpedo Run,"drama, war"
20091,"Vikings, The","action, adventure"
20092,Picnic on the Grass (Le dÃ©jeuner sur l'herbe),"comedy, romance"
20093,Invisible Invaders,"horror, sci-fi"
20094,"Human Condition II, The (Ningen no joken II)","drama, war"
20095,Fires on the Plain (Nobi),"drama, war"
20096,North West Frontier,"adventure, drama, war"
20097,Pickpocket,"crime, drama"
20098,The Last White Knight,(no genres listed)
20099,Pretty Ugly People,comedy
20100,Floating Weeds (Ukigusa),drama
20101,"Young Philadelphians, The",drama
20102,"Leech Woman, The","horror, sci-fi"
20103,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),drama
20104,Madly Madagascar,"animation, children, comedy"
20105,"Sundowners, The","adventure, drama"
20106,Sunrise at Campobello,drama
20107,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru)","drama, thriller"
20108,Bachelor in Paradise,"comedy, romance"
20109,"Deadly Companions, The",western
20110,"4 Horsemen of the Apocalypse, The",drama
20111,"Intruder, The",drama
20112,Murder She Said,"comedy, crime, drama, mystery"
20113,"Human Condition III, The (Ningen no joken III)","drama, war"
20114,Paris Blues,"drama, romance"
20115,Scream of Fear (a.k.a. Taste of Fear),"horror, mystery, thriller"
20116,Advise and Consent,drama
20117,David and Lisa,drama
20118,Eegah,"fantasy, horror, romance, thriller"
20119,Harakiri (Seppuku),drama
20120,"Loneliness of the Long Distance Runner, The",drama
20121,Mutiny on the Bounty,"adventure, drama, romance"
20122,"Occurrence at Owl Creek Bridge, An (La riviÃ¨re du hibou)","drama, war"
20123,"Four Days of Naples, The (Le quattro giornate di Napoli)","drama, war"
20124,"The Farm: Angola, USA",documentary
20125,"Easy Life, The (Il Sorpasso)","comedy, drama"
20126,The Priest's Children,"comedy, drama"
20127,"Wonderful World of the Brothers Grimm, The","adventure, animation, children, comedy, drama, fantasy, musical, romance"
20128,"Eclisse, L' (Eclipse)",drama
20129,"Carabineers, The (Carabiniers, Les)","comedy, drama, war"
20130,"Cardinal, The",drama
20131,"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The","horror, mystery"
20132,"Kiss of the Vampire, The",horror
20133,Love with the Proper Stranger,"comedy, drama, romance"
20134,Smokey Bites the Dust,"action, comedy, romance"
20135,Murder at the Gallop,"comedy, crime, drama, mystery, thriller"
20136,"New Kind of Love, A",comedy
20137,"Prize, The","drama, mystery, thriller"
20138,Sunday in New York,"comedy, romance"
20139,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs),"action, comedy, crime"
20140,36 Hours,"thriller, war"
20141,Becket,drama
20142,Behold a Pale Horse,"drama, war"
20143,"Best Man, The","comedy, drama"
20144,Veloce come il vento,drama
20145,"Hush... Hush, Sweet Charlotte","horror, thriller"
20146,"Killers, The","action, crime, drama, film-noir, thriller"
20147,Welcome to Blood City,"sci-fi, western"
20148,"Naked Kiss, The",drama
20149,The Lonely Lady,drama
20150,Onibaba,"drama, horror, war"
20151,Robin and the 7 Hoods,"comedy, crime, musical"
20152,Robinson Crusoe on Mars,sci-fi
20153,"Spider Baby or, The Maddest Story Ever Told (Spider Baby)","comedy, horror"
20154,Macross Frontier: The Wings of Goodbye,"action, animation, romance"
20155,"Visit, The",drama
20156,What a Way to Go!,"comedy, musical, romance"
20157,Docking the Boat (Att angÃ¶ra en brygga),"comedy, drama, romance"
20158,"Battle of Algiers, The (La battaglia di Algeri)","drama, war"
20159,The Garden of Sinners - The Final Chapter (Epilogue),"animation, mystery"
20160,"Charlie Brown Christmas, A","animation, children, comedy"
20161,Dracula: Prince of Darkness,"horror, mystery"
20162,"Hallelujah Trail, The","comedy, western"
20163,"Heroes of Telemark, The","action, drama, war"
20164,"Hill, The","drama, war"
20165,Incubus,horror
20166,"Loved One, The",comedy
20167,Major Dundee,"adventure, war, western"
20168,Operation Crossbow,"action, adventure, war"
20169,Ride in the Whirlwind,western
20170,"Thousand Clowns, A","comedy, drama, romance"
20171,"Train, The","action, thriller, war"
20172,Impact,"action, adventure, drama"
20173,Andrei Rublev (Andrey Rublyov),"drama, war"
20174,Au Hasard Balthazar,"crime, drama"
20175,Grand Prix,drama
20176,Playback,"horror, thriller"
20177,Khartoum,"action, adventure, drama, war"
20178,Dragon Gate Inn (Dragon Inn) (Long men kezhan),"action, adventure"
20179,Closely Watched Trains (Ostre sledovanÃ© vlaky),"comedy, drama, war"
20180,Tokyo Drifter (TÃ´kyÃ´ nagaremono),"action, crime, drama"
20181,Asterix and the Gauls (AstÃ©rix le Gaulois),"action, adventure, animation, children, comedy"
20182,Mercenaries,"action, drama"
20183,Gappa: The Triphibian Monsters (AKA Monster from a Prehistoric Planet) (DaikyojÃ» Gappa),sci-fi
20184,Don't Look Back,"documentary, musical"
20185,Fando and Lis (Fando y Lis),"adventure, fantasy"
20186,The Sixties,(no genres listed)
20187,Baraka Ã  Beyrouth,(no genres listed)
20188,Branded to Kill (Koroshi no rakuin),"action, crime, drama"
20189,"Bride Wore Black, The (La mariÃ©e Ã©tait en noir)","crime, drama"
20190,Play Time (a.k.a. Playtime),comedy
20191,Point Blank,"action, crime, drama, thriller"
20192,Nanny Cam,"drama, mystery, thriller"
20193,The Shooting,western
20194,Titicut Follies,"documentary, drama"
20195,Tony Rome,"crime, drama, thriller"
20196,Up the Down Staircase,drama
20197,"War Wagon, The","action, western"
20198,KISS Meets the Phantom of the Park,sci-fi
20199,Asterix and Cleopatra (AstÃ©rix et ClÃ©opÃ¢tre),"action, adventure, animation, children, comedy"
20200,"Diamond Arm, The (Brilliantovaya ruka)","action, adventure, comedy, crime, thriller"
20201,Dracula Has Risen from the Grave,"horror, romance, thriller"
20202,Head,"comedy, fantasy, musical"
20203,"Heart Is a Lonely Hunter, The",drama
20204,"I Love You, Alice B. Toklas!",comedy
20205,Kureyon Shin-chan ankoku tamatama daitsuiseki,(no genres listed)
20206,Petulia,drama
20207,Atlantic Records: The House That Ahmet Built,(no genres listed)
20208,"Subject Was Roses, The",drama
20209,Sympathy for the Devil,"documentary, musical"
20210,Don't Think Twice,"comedy, drama"
20211,War and Peace (Voyna i mir),"drama, romance, war"
20212,Alice's Restaurant,"comedy, drama"
20213,The Preppie Connection,"crime, drama"
20214,Camille 2000,"drama, romance"
20215,Colossus: The Forbin Project,"sci-fi, thriller"
