data_idx,ConvID,qt_movies_mentioned,user_chrono_id,movie_UiD,rating
21722,11157,1,21722,"[3939, 339]","[1, 1]"
21723,11157,2,21723,[339],[1]
21724,11158,0,21724,"[3212, 1301, 4529, 5586]","[1, 1, 1, 1]"
21725,11158,1,21725,"[1301, 4529, 5586]","[1, 1, 1]"
21726,11158,2,21726,"[4529, 5586]","[1, 1]"
21727,11158,3,21727,[5586],[1]
21728,11159,0,21728,"[2123, 523, 4295, 3941, 5123, 3651, 2653, 3451, 6174, 2074]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
21729,11159,2,21729,"[4295, 3941, 5123, 3651, 2653, 3451, 6174, 2074]","[1, 1, 1, 1, 1, 1, 1, 1]"
21730,11159,5,21730,"[3651, 2653, 3451, 6174, 2074]","[1, 1, 1, 1, 1]"
21731,11159,6,21731,"[2653, 3451, 6174, 2074]","[1, 1, 1, 1]"
21732,11159,7,21732,"[3451, 6174, 2074]","[1, 1, 1]"
21733,11159,8,21733,"[6174, 2074]","[1, 1]"
21734,11159,9,21734,[2074],[1]
21735,11160,0,21735,"[1830, 2025]","[1, 1]"
21736,11160,1,21736,[2025],[1]
21737,11161,0,21737,[2905],[1]
21738,11162,0,21738,"[3685, 724, 1049]","[0, 1, 1]"
21739,11162,1,21739,"[724, 1049]","[1, 1]"
21740,11162,2,21740,[1049],[1]
21741,11164,0,21741,"[5040, 2843, 5046]","[1, 1, 1]"
21742,11164,1,21742,"[2843, 5046]","[1, 1]"
21743,11164,2,21743,[5046],[1]
21744,11174,0,21744,"[3636, 4169, 1654, 4981, 4701, 3863, 5817]","[1, 1, 1, 1, 1, 1, 1]"
21745,11174,3,21745,"[4981, 4701, 3863, 5817]","[1, 1, 1, 1]"
21746,11174,4,21746,"[4701, 3863, 5817]","[1, 1, 1]"
21747,11174,5,21747,"[3863, 5817]","[1, 1]"
21748,11174,6,21748,[5817],[1]
21749,11183,0,21749,"[3451, 889, 6517, 180, 3863]","[1, 1, 1, 1, 1]"
21750,11183,2,21750,"[6517, 180, 3863]","[1, 1, 1]"
21751,11183,3,21751,"[180, 3863]","[1, 1]"
21752,11183,4,21752,[3863],[1]
21753,11185,0,21753,"[5255, 2733, 4686, 4495, 6204]","[1, 1, 1, 1, 1]"
21754,11185,2,21754,"[4686, 4495, 6204]","[1, 1, 1]"
21755,11185,3,21755,"[4495, 6204]","[1, 1]"
21756,11185,4,21756,[6204],[1]
21757,11187,0,21757,"[237, 3372, 3962, 264]","[1, 1, 1, 1]"
21758,11187,1,21758,"[3372, 3962, 264]","[1, 1, 1]"
21759,11187,2,21759,"[3962, 264]","[1, 1]"
21760,11187,3,21760,[264],[1]
21761,11190,0,21761,"[2687, 3636, 1580, 1274, 1537]","[1, 1, 1, 1, 1]"
21762,11190,1,21762,"[3636, 1580, 1274, 1537]","[1, 1, 1, 1]"
21763,11190,2,21763,"[1580, 1274, 1537]","[1, 1, 1]"
21764,11190,3,21764,"[1274, 1537]","[1, 1]"
21765,11190,4,21765,[1537],[1]
21766,11191,0,21766,"[3636, 173, 237, 4095, 1799, 4977, 2985]","[1, 1, 1, 1, 1, 1, 1]"
21767,11191,2,21767,"[237, 4095, 1799, 4977, 2985]","[1, 1, 1, 1, 1]"
21768,11191,3,21768,"[4095, 1799, 4977, 2985]","[1, 1, 1, 1]"
21769,11191,4,21769,"[1799, 4977, 2985]","[1, 1, 1]"
21770,11191,5,21770,"[4977, 2985]","[1, 1]"
21771,11193,0,21771,"[4197, 2687, 2174, 3216]","[1, 1, 1, 1]"
21772,11193,1,21772,"[2687, 2174, 3216]","[1, 1, 1]"
21773,11193,2,21773,"[2174, 3216]","[1, 1]"
21774,11193,3,21774,[3216],[1]
21775,11196,0,21775,"[2985, 3636, 1978, 384]","[1, 1, 1, 1]"
21776,11196,1,21776,"[3636, 1978, 384]","[1, 1, 1]"
21777,11196,2,21777,"[1978, 384]","[1, 1]"
21778,11196,3,21778,[384],[1]
21779,11197,0,21779,"[1174, 5897]","[1, 1]"
21780,11197,1,21780,[5897],[1]
21781,11200,0,21781,"[4666, 3811, 1830, 4203, 5303, 5051, 5025, 2461]","[1, 1, 1, 1, 0, 1, 1, 1]"
21782,11200,3,21782,"[4203, 5303, 5051, 5025, 2461]","[1, 0, 1, 1, 1]"
21783,11200,4,21783,"[5303, 5051, 5025, 2461]","[0, 1, 1, 1]"
21784,11200,5,21784,"[5051, 5025, 2461]","[1, 1, 1]"
21785,11200,6,21785,"[5025, 2461]","[1, 1]"
21786,11200,7,21786,[2461],[1]
21787,11201,0,21787,"[3636, 2687, 1654, 2689, 3372, 6233, 1837, 5710, 1859, 694]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
21788,11201,1,21788,"[2687, 1654, 2689, 3372, 6233, 1837, 5710, 1859, 694]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
21789,11201,2,21789,"[1654, 2689, 3372, 6233, 1837, 5710, 1859, 694]","[1, 1, 1, 1, 1, 1, 1, 1]"
21790,11201,3,21790,"[2689, 3372, 6233, 1837, 5710, 1859, 694]","[1, 1, 1, 1, 1, 1, 1]"
21791,11201,4,21791,"[3372, 6233, 1837, 5710, 1859, 694]","[1, 1, 1, 1, 1, 1]"
21792,11201,5,21792,"[6233, 1837, 5710, 1859, 694]","[1, 1, 1, 1, 1]"
21793,11201,6,21793,"[1837, 5710, 1859, 694]","[1, 1, 1, 1]"
21794,11201,7,21794,"[5710, 1859, 694]","[1, 1, 1]"
21795,11201,8,21795,"[1859, 694]","[1, 1]"
21796,11201,9,21796,[694],[1]
21797,11204,0,21797,"[2331, 2687, 3558, 4135, 3451]","[1, 1, 1, 1, 1]"
21798,11204,1,21798,"[2687, 3558, 4135, 3451]","[1, 1, 1, 1]"
21799,11204,2,21799,"[3558, 4135, 3451]","[1, 1, 1]"
21800,11204,3,21800,"[4135, 3451]","[1, 1]"
21801,11204,4,21801,[3451],[1]
21802,11205,0,21802,"[1577, 523, 473, 2421, 3680, 1963]","[1, 1, 1, 1, 1, 1]"
21803,11205,1,21803,"[523, 473, 2421, 3680, 1963]","[1, 1, 1, 1, 1]"
21804,11205,2,21804,"[473, 2421, 3680, 1963]","[1, 1, 1, 1]"
21805,11205,3,21805,"[2421, 3680, 1963]","[1, 1, 1]"
21806,11205,4,21806,"[3680, 1963]","[1, 1]"
21807,11205,5,21807,[1963],[1]
21808,11209,0,21808,"[1372, 2678, 4727]","[1, 1, 1]"
21809,11209,1,21809,"[2678, 4727]","[1, 1]"
21810,11209,2,21810,[4727],[1]
21811,11211,0,21811,"[6391, 5241, 5449]","[1, 1, 1]"
21812,11211,1,21812,"[5241, 5449]","[1, 1]"
21813,11211,2,21813,[5449],[1]
21814,11212,0,21814,"[2678, 1517, 6431]","[1, 1, 1]"
21815,11212,1,21815,"[1517, 6431]","[1, 1]"
21816,11212,2,21816,[6431],[1]
21817,11217,0,21817,"[4400, 703, 2562, 5048, 5973, 1252]","[1, 1, 1, 1, 1, 1]"
21818,11217,2,21818,"[2562, 5048, 5973, 1252]","[1, 1, 1, 1]"
21819,11217,3,21819,"[5048, 5973, 1252]","[1, 1, 1]"
21820,11217,4,21820,"[5973, 1252]","[1, 1]"
21821,11217,5,21821,[1252],[1]
21822,11220,0,21822,"[3751, 5043, 6039, 2317]","[1, 1, 1, 1]"
21823,11220,2,21823,"[6039, 2317]","[1, 1]"
21824,11220,3,21824,[2317],[1]
21825,11222,0,21825,"[3793, 6199]","[1, 0]"
21826,11222,1,21826,[6199],[0]
21827,11226,0,21827,"[1272, 2712, 1577, 737, 2843, 3065]","[1, 1, 1, 1, 1, 1]"
21828,11226,1,21828,"[2712, 1577, 737, 2843, 3065]","[1, 1, 1, 1, 1]"
21829,11226,3,21829,"[737, 2843, 3065]","[1, 1, 1]"
21830,11227,0,21830,"[3283, 3558, 2687, 5224]","[1, 1, 1, 1]"
21831,11227,1,21831,"[3558, 2687, 5224]","[1, 1, 1]"
21832,11227,2,21832,"[2687, 5224]","[1, 1]"
21833,11227,3,21833,[5224],[1]
21834,11228,0,21834,"[2562, 2460, 1341]","[1, 1, 1]"
21835,11228,1,21835,"[2460, 1341]","[1, 1]"
21836,11228,2,21836,[1341],[1]
21837,11229,0,21837,"[1020, 3935, 1750, 5331]","[1, 1, 1, 1]"
21838,11229,1,21838,"[3935, 1750, 5331]","[1, 1, 1]"
21839,11229,2,21839,"[1750, 5331]","[1, 1]"
21840,11229,3,21840,[5331],[1]
21841,11230,0,21841,"[5981, 4155, 5605, 2907]","[1, 1, 1, 1]"
21842,11230,1,21842,"[4155, 5605, 2907]","[1, 1, 1]"
21843,11230,2,21843,"[5605, 2907]","[1, 1]"
21844,11230,3,21844,[2907],[1]
21845,11231,0,21845,"[1841, 3429, 3636, 4580, 4486, 2452, 2467]","[1, 1, 1, 1, 1, 1, 1]"
21846,11231,2,21846,"[3636, 4580, 4486, 2452, 2467]","[1, 1, 1, 1, 1]"
21847,11231,3,21847,"[4580, 4486, 2452, 2467]","[1, 1, 1, 1]"
21848,11231,4,21848,"[4486, 2452, 2467]","[1, 1, 1]"
21849,11231,5,21849,"[2452, 2467]","[1, 1]"
21850,11231,6,21850,[2467],[1]
21851,11232,0,21851,"[4966, 589, 2666, 3331, 3936, 37, 4671, 1812]","[1, 1, 1, 1, 1, 1, 1, 1]"
21852,11232,2,21852,"[2666, 3331, 3936, 37, 4671, 1812]","[1, 1, 1, 1, 1, 1]"
21853,11232,3,21853,"[3331, 3936, 37, 4671, 1812]","[1, 1, 1, 1, 1]"
21854,11232,4,21854,"[3936, 37, 4671, 1812]","[1, 1, 1, 1]"
21855,11232,5,21855,"[37, 4671, 1812]","[1, 1, 1]"
21856,11232,6,21856,"[4671, 1812]","[1, 1]"
21857,11234,0,21857,"[2687, 1577, 4876, 4169, 1210]","[0, 0, 1, 1, 1]"
21858,11234,1,21858,"[1577, 4876, 4169, 1210]","[0, 1, 1, 1]"
21859,11234,2,21859,"[4876, 4169, 1210]","[1, 1, 1]"
21860,11234,3,21860,"[4169, 1210]","[1, 1]"
21861,11235,0,21861,"[4522, 4214, 828, 574, 6517]","[1, 1, 1, 1, 1]"
21862,11235,1,21862,"[4214, 828, 574, 6517]","[1, 1, 1, 1]"
21863,11235,2,21863,"[828, 574, 6517]","[1, 1, 1]"
21864,11235,3,21864,"[574, 6517]","[1, 1]"
21865,11235,4,21865,[6517],[1]
21866,11236,0,21866,"[3470, 868]","[1, 1]"
21867,11236,1,21867,[868],[1]
21868,11241,0,21868,"[1205, 537, 5879, 6490, 623]","[1, 1, 1, 1, 1]"
21869,11241,1,21869,"[537, 5879, 6490, 623]","[1, 1, 1, 1]"
21870,11241,2,21870,"[5879, 6490, 623]","[1, 1, 1]"
21871,11241,3,21871,"[6490, 623]","[1, 1]"
21872,11241,4,21872,[623],[1]
21873,11242,0,21873,"[866, 6090, 4473, 1252, 2569]","[1, 1, 1, 1, 1]"
21874,11242,2,21874,"[4473, 1252, 2569]","[1, 1, 1]"
21875,11242,3,21875,"[1252, 2569]","[1, 1]"
21876,11243,0,21876,"[1841, 4580, 4214, 3072, 4667]","[1, 1, 1, 1, 1]"
21877,11243,1,21877,"[4580, 4214, 3072, 4667]","[1, 1, 1, 1]"
21878,11243,2,21878,"[4214, 3072, 4667]","[1, 1, 1]"
21879,11243,3,21879,"[3072, 4667]","[1, 1]"
21880,11243,4,21880,[4667],[1]
21881,11244,0,21881,"[3893, 3956, 3590]","[1, 1, 1]"
21882,11244,1,21882,"[3956, 3590]","[1, 1]"
21883,11244,2,21883,[3590],[1]
21884,11245,0,21884,"[5478, 2174, 881, 3876]","[0, 1, 1, 1]"
21885,11245,2,21885,"[881, 3876]","[1, 1]"
21886,11245,3,21886,[3876],[1]
21887,11246,0,21887,"[1327, 5754, 163, 5553, 6485]","[1, 1, 1, 1, 1]"
21888,11246,1,21888,"[5754, 163, 5553, 6485]","[1, 1, 1, 1]"
21889,11246,2,21889,"[163, 5553, 6485]","[1, 1, 1]"
21890,11246,4,21890,[6485],[1]
21891,11248,0,21891,"[850, 247, 1223, 1863]","[1, 1, 1, 0]"
21892,11248,1,21892,"[247, 1223, 1863]","[1, 1, 0]"
21893,11248,2,21893,"[1223, 1863]","[1, 0]"
21894,11248,3,21894,[1863],[0]
21895,11249,0,21895,"[3227, 3414, 4214, 2996]","[1, 1, 1, 1]"
21896,11249,1,21896,"[3414, 4214, 2996]","[1, 1, 1]"
21897,11249,2,21897,"[4214, 2996]","[1, 1]"
21898,11249,3,21898,[2996],[1]
21899,11250,0,21899,"[4570, 5051, 3372, 4788, 68]","[1, 1, 1, 1, 1]"
21900,11250,1,21900,"[5051, 3372, 4788, 68]","[1, 1, 1, 1]"
21901,11250,2,21901,"[3372, 4788, 68]","[1, 1, 1]"
21902,11250,4,21902,[68],[1]
21903,11251,0,21903,"[6147, 4382]","[1, 1]"
21904,11251,1,21904,[4382],[1]
21905,11252,0,21905,"[1210, 2687, 623, 1924, 3455]","[1, 1, 1, 1, 1]"
21906,11252,2,21906,"[623, 1924, 3455]","[1, 1, 1]"
21907,11252,3,21907,"[1924, 3455]","[1, 1]"
21908,11253,0,21908,"[4128, 4832, 1303, 248]","[1, 1, 1, 1]"
21909,11253,1,21909,"[4832, 1303, 248]","[1, 1, 1]"
21910,11253,3,21910,[248],[1]
21911,11254,0,21911,"[1837, 4823, 6530]","[1, 1, 1]"
21912,11254,1,21912,"[4823, 6530]","[1, 1]"
21913,11254,2,21913,[6530],[1]
21914,11255,0,21914,"[2687, 1577, 1837, 2742]","[1, 1, 1, 1]"
21915,11255,1,21915,"[1577, 1837, 2742]","[1, 1, 1]"
21916,11255,2,21916,"[1837, 2742]","[1, 1]"
21917,11255,3,21917,[2742],[1]
21918,11256,0,21918,"[309, 3888, 1205, 1308]","[1, 1, 1, 1]"
21919,11256,2,21919,"[1205, 1308]","[1, 1]"
21920,11256,3,21920,[1308],[1]
21921,11257,0,21921,"[3227, 4437, 6028, 5609]","[1, 1, 1, 1]"
21922,11257,1,21922,"[4437, 6028, 5609]","[1, 1, 1]"
21923,11257,2,21923,"[6028, 5609]","[1, 1]"
21924,11257,3,21924,[5609],[1]
21925,11258,0,21925,"[3372, 909, 4788, 2625, 1151, 4013, 1131]","[1, 1, 1, 1, 1, 1, 1]"
21926,11258,1,21926,"[909, 4788, 2625, 1151, 4013, 1131]","[1, 1, 1, 1, 1, 1]"
21927,11258,2,21927,"[4788, 2625, 1151, 4013, 1131]","[1, 1, 1, 1, 1]"
21928,11258,3,21928,"[2625, 1151, 4013, 1131]","[1, 1, 1, 1]"
21929,11258,5,21929,"[4013, 1131]","[1, 1]"
21930,11259,0,21930,"[4571, 4183, 414, 6517]","[1, 1, 1, 1]"
21931,11259,2,21931,"[414, 6517]","[1, 1]"
21932,11259,3,21932,[6517],[1]
21933,11262,0,21933,"[2843, 4168, 3411]","[1, 1, 1]"
21934,11262,2,21934,[3411],[1]
21935,11263,0,21935,"[1252, 6099, 3935, 2689]","[1, 1, 1, 0]"
21936,11263,1,21936,"[6099, 3935, 2689]","[1, 1, 0]"
21937,11263,2,21937,"[3935, 2689]","[1, 0]"
21938,11263,3,21938,[2689],[0]
21939,11264,0,21939,"[4128, 5262, 1212, 2942]","[1, 1, 1, 1]"
21940,11264,1,21940,"[5262, 1212, 2942]","[1, 1, 1]"
21941,11264,2,21941,"[1212, 2942]","[1, 1]"
21942,11264,3,21942,[2942],[1]
21943,11265,0,21943,"[4128, 728, 3382, 5546, 6171]","[1, 1, 1, 1, 1]"
21944,11265,1,21944,"[728, 3382, 5546, 6171]","[1, 1, 1, 1]"
21945,11265,2,21945,"[3382, 5546, 6171]","[1, 1, 1]"
21946,11265,4,21946,[6171],[1]
21947,11266,0,21947,"[1210, 1577, 3349, 4169, 2708, 2390]","[1, 1, 1, 1, 1, 1]"
21948,11266,1,21948,"[1577, 3349, 4169, 2708, 2390]","[1, 1, 1, 1, 1]"
21949,11266,2,21949,"[3349, 4169, 2708, 2390]","[1, 1, 1, 1]"
21950,11266,3,21950,"[4169, 2708, 2390]","[1, 1, 1]"
21951,11266,4,21951,"[2708, 2390]","[1, 1]"
21952,11266,5,21952,[2390],[1]
21953,11267,0,21953,"[2331, 3558, 1577, 4511]","[1, 1, 0, 1]"
21954,11267,1,21954,"[3558, 1577, 4511]","[1, 0, 1]"
21955,11267,2,21955,"[1577, 4511]","[0, 1]"
21956,11267,3,21956,[4511],[1]
21957,11268,0,21957,"[1147, 705, 3445, 6556, 3802, 2138]","[1, 1, 1, 1, 1, 1]"
21958,11268,1,21958,"[705, 3445, 6556, 3802, 2138]","[1, 1, 1, 1, 1]"
21959,11268,2,21959,"[3445, 6556, 3802, 2138]","[1, 1, 1, 1]"
21960,11268,3,21960,"[6556, 3802, 2138]","[1, 1, 1]"
21961,11268,4,21961,"[3802, 2138]","[1, 1]"
21962,11268,5,21962,[2138],[1]
21963,11269,0,21963,"[1654, 1632, 3636]","[0, 0, 1]"
21964,11269,1,21964,"[1632, 3636]","[0, 1]"
21965,11269,2,21965,[3636],[1]
21966,11270,0,21966,"[3636, 1654, 2697, 6200, 6271]","[1, 1, 1, 1, 1]"
21967,11270,1,21967,"[1654, 2697, 6200, 6271]","[1, 1, 1, 1]"
21968,11270,2,21968,"[2697, 6200, 6271]","[1, 1, 1]"
21969,11270,3,21969,"[6200, 6271]","[1, 1]"
21970,11270,4,21970,[6271],[1]
21971,11271,0,21971,"[1837, 1542, 5176, 6534]","[1, 1, 0, 1]"
21972,11271,1,21972,"[1542, 5176, 6534]","[1, 0, 1]"
21973,11271,2,21973,"[5176, 6534]","[0, 1]"
21974,11271,3,21974,[6534],[1]
21975,11272,0,21975,"[1837, 1542, 5505, 6534, 5176]","[1, 1, 1, 1, 1]"
21976,11272,1,21976,"[1542, 5505, 6534, 5176]","[1, 1, 1, 1]"
21977,11272,2,21977,"[5505, 6534, 5176]","[1, 1, 1]"
21978,11274,0,21978,"[163, 1202, 4052, 4510, 2733]","[1, 1, 1, 1, 1]"
21979,11274,2,21979,"[4052, 4510, 2733]","[1, 1, 1]"
21980,11274,3,21980,"[4510, 2733]","[1, 1]"
21981,11275,0,21981,"[4533, 6028, 1837, 1542]","[0, 0, 1, 1]"
21982,11275,1,21982,"[6028, 1837, 1542]","[0, 1, 1]"
21983,11275,2,21983,"[1837, 1542]","[1, 1]"
21984,11275,3,21984,[1542],[1]
21985,11276,0,21985,"[4804, 414, 961, 4019]","[1, 1, 1, 1]"
21986,11276,2,21986,"[961, 4019]","[1, 1]"
21987,11276,3,21987,[4019],[1]
21988,11277,0,21988,"[326, 4203, 2331, 1577, 623, 537]","[1, 1, 1, 1, 1, 1]"
21989,11277,2,21989,"[2331, 1577, 623, 537]","[1, 1, 1, 1]"
21990,11277,3,21990,"[1577, 623, 537]","[1, 1, 1]"
21991,11277,4,21991,"[623, 537]","[1, 1]"
21992,11277,5,21992,[537],[1]
21993,11281,0,21993,"[2481, 5051, 184, 1990, 6197]","[1, 1, 1, 1, 1]"
21994,11281,2,21994,"[184, 1990, 6197]","[1, 1, 1]"
21995,11281,4,21995,[6197],[1]
21996,11282,0,21996,"[2387, 1962, 1082]","[1, 0, 1]"
21997,11282,1,21997,"[1962, 1082]","[0, 1]"
21998,11282,2,21998,[1082],[1]
21999,11283,0,21999,"[1210, 1577, 623, 531, 5817, 3594]","[1, 1, 1, 1, 1, 1]"
22000,11283,2,22000,"[623, 531, 5817, 3594]","[1, 1, 1, 1]"
22001,11283,3,22001,"[531, 5817, 3594]","[1, 1, 1]"
22002,11283,4,22002,"[5817, 3594]","[1, 1]"
22003,11283,5,22003,[3594],[1]
22004,11285,0,22004,"[4581, 5694, 1577, 4944, 3283]","[1, 1, 1, 1, 1]"
22005,11285,1,22005,"[5694, 1577, 4944, 3283]","[1, 1, 1, 1]"
22006,11285,2,22006,"[1577, 4944, 3283]","[1, 1, 1]"
22007,11285,3,22007,"[4944, 3283]","[1, 1]"
22008,11287,0,22008,"[334, 1651, 6099, 6502]","[1, 1, 1, 1]"
22009,11287,1,22009,"[1651, 6099, 6502]","[1, 1, 1]"
22010,11287,2,22010,"[6099, 6502]","[1, 1]"
22011,11287,3,22011,[6502],[1]
22012,11289,0,22012,"[326, 4929, 3864, 2895, 3764]","[1, 1, 1, 1, 1]"
22013,11289,2,22013,"[3864, 2895, 3764]","[1, 1, 1]"
22014,11289,3,22014,"[2895, 3764]","[1, 1]"
22015,11289,4,22015,[3764],[1]
22016,11291,0,22016,"[2174, 2687, 4169, 1210]","[1, 1, 1, 1]"
22017,11291,2,22017,"[4169, 1210]","[1, 1]"
22018,11292,0,22018,"[4686, 4155, 4400, 561]","[1, 1, 1, 1]"
22019,11292,1,22019,"[4155, 4400, 561]","[1, 1, 1]"
22020,11292,2,22020,"[4400, 561]","[1, 1]"
22021,11292,3,22021,[561],[1]
22022,11294,0,22022,"[421, 2509, 2237, 4929, 2842]","[1, 1, 1, 1, 1]"
22023,11294,2,22023,"[2237, 4929, 2842]","[1, 1, 1]"
22024,11294,4,22024,[2842],[1]
22025,11298,0,22025,"[4155, 2336, 5299, 5560, 3194, 3065, 2936]","[1, 1, 1, 1, 1, 1, 1]"
22026,11298,1,22026,"[2336, 5299, 5560, 3194, 3065, 2936]","[1, 1, 1, 1, 1, 1]"
22027,11298,2,22027,"[5299, 5560, 3194, 3065, 2936]","[1, 1, 1, 1, 1]"
22028,11298,3,22028,"[5560, 3194, 3065, 2936]","[1, 1, 1, 1]"
22029,11298,4,22029,"[3194, 3065, 2936]","[1, 1, 1]"
22030,11298,6,22030,[2936],[1]
22031,11299,0,22031,"[1148, 5410, 1626, 4320, 3280, 2816, 1517]","[1, 1, 1, 1, 1, 1, 1]"
22032,11299,3,22032,"[4320, 3280, 2816, 1517]","[1, 1, 1, 1]"
22033,11299,4,22033,"[3280, 2816, 1517]","[1, 1, 1]"
22034,11299,5,22034,"[2816, 1517]","[1, 1]"
22035,11299,6,22035,[1517],[1]
22036,11300,0,22036,"[2687, 623, 1210, 1205]","[1, 1, 1, 1]"
22037,11300,2,22037,"[1210, 1205]","[1, 1]"
22038,11300,3,22038,[1205],[1]
22039,11301,0,22039,"[3372, 5908, 1577, 3521]","[1, 1, 1, 1]"
22040,11301,3,22040,[3521],[1]
22041,11302,0,22041,"[5216, 2443, 1850, 3811, 2669, 1579, 1638]","[1, 1, 1, 1, 1, 1, 1]"
22042,11302,2,22042,"[1850, 3811, 2669, 1579, 1638]","[1, 1, 1, 1, 1]"
22043,11302,3,22043,"[3811, 2669, 1579, 1638]","[1, 1, 1, 1]"
22044,11302,4,22044,"[2669, 1579, 1638]","[1, 1, 1]"
22045,11302,5,22045,"[1579, 1638]","[1, 1]"
22046,11304,0,22046,"[4155, 6133]","[1, 1]"
22047,11304,1,22047,[6133],[1]
22048,11305,0,22048,"[4400, 1619, 5929, 4667]","[1, 1, 1, 1]"
22049,11305,2,22049,"[5929, 4667]","[1, 1]"
22050,11305,3,22050,[4667],[1]
22051,11306,0,22051,"[2406, 544, 2150, 375, 1205]","[1, 1, 1, 1, 1]"
22052,11306,1,22052,"[544, 2150, 375, 1205]","[1, 1, 1, 1]"
22053,11306,2,22053,"[2150, 375, 1205]","[1, 1, 1]"
22054,11306,3,22054,"[375, 1205]","[1, 1]"
22055,11306,4,22055,[1205],[1]
22056,11307,0,22056,"[1909, 3735, 5130, 361]","[1, 1, 1, 1]"
22057,11307,1,22057,"[3735, 5130, 361]","[1, 1, 1]"
22058,11307,2,22058,"[5130, 361]","[1, 1]"
22059,11307,3,22059,[361],[1]
22060,11309,0,22060,"[4901, 944, 1233, 3522, 3429, 5538]","[1, 1, 1, 1, 1, 1]"
22061,11309,1,22061,"[944, 1233, 3522, 3429, 5538]","[1, 1, 1, 1, 1]"
22062,11309,2,22062,"[1233, 3522, 3429, 5538]","[1, 1, 1, 1]"
22063,11309,3,22063,"[3522, 3429, 5538]","[1, 1, 1]"
22064,11309,4,22064,"[3429, 5538]","[1, 1]"
22065,11310,0,22065,"[4918, 2011, 1691, 4909]","[1, 1, 1, 1]"
22066,11310,1,22066,"[2011, 1691, 4909]","[1, 1, 1]"
22067,11310,2,22067,"[1691, 4909]","[1, 1]"
22068,11310,3,22068,[4909],[1]
22069,11311,0,22069,"[5929, 2288, 2373, 3171]","[1, 1, 1, 1]"
22070,11311,1,22070,"[2288, 2373, 3171]","[1, 1, 1]"
22071,11311,2,22071,"[2373, 3171]","[1, 1]"
22072,11311,3,22072,[3171],[1]
22073,11313,0,22073,"[4723, 588, 2454, 6099]","[1, 1, 1, 1]"
22074,11313,1,22074,"[588, 2454, 6099]","[1, 1, 1]"
22075,11313,2,22075,"[2454, 6099]","[1, 1]"
22076,11314,0,22076,"[3444, 2547, 4411]","[1, 1, 1]"
22077,11314,1,22077,"[2547, 4411]","[1, 1]"
22078,11314,2,22078,[4411],[1]
22079,11316,0,22079,"[2336, 5981]","[1, 1]"
22080,11316,1,22080,[5981],[1]
22081,11317,0,22081,"[2074, 541, 2579, 3026, 3972]","[1, 1, 1, 1, 1]"
22082,11317,2,22082,"[2579, 3026, 3972]","[1, 1, 1]"
22083,11317,3,22083,"[3026, 3972]","[1, 1]"
22084,11317,4,22084,[3972],[1]
22085,11318,0,22085,"[1568, 4128, 2373, 5126, 4316, 3726, 2262]","[0, 1, 1, 1, 1, 1, 1]"
22086,11318,1,22086,"[4128, 2373, 5126, 4316, 3726, 2262]","[1, 1, 1, 1, 1, 1]"
22087,11318,3,22087,"[5126, 4316, 3726, 2262]","[1, 1, 1, 1]"
22088,11318,4,22088,"[4316, 3726, 2262]","[1, 1, 1]"
22089,11318,5,22089,"[3726, 2262]","[1, 1]"
22090,11318,6,22090,[2262],[1]
22091,11319,0,22091,"[972, 952, 2837, 3924]","[1, 1, 1, 1]"
22092,11319,1,22092,"[952, 2837, 3924]","[1, 1, 1]"
22093,11319,2,22093,"[2837, 3924]","[1, 1]"
22094,11319,3,22094,[3924],[1]
22095,11320,0,22095,"[2373, 4128, 3726, 5126]","[1, 1, 1, 1]"
22096,11320,1,22096,"[4128, 3726, 5126]","[1, 1, 1]"
22097,11320,2,22097,"[3726, 5126]","[1, 1]"
22098,11320,3,22098,[5126],[1]
22099,11321,0,22099,"[1812, 3936, 6523, 14, 271]","[1, 1, 1, 1, 1]"
22100,11321,2,22100,"[6523, 14, 271]","[1, 1, 1]"
22101,11321,3,22101,"[14, 271]","[1, 1]"
22102,11321,4,22102,[271],[1]
22103,11324,0,22103,"[972, 4144, 2816, 419]","[1, 1, 1, 1]"
22104,11324,1,22104,"[4144, 2816, 419]","[1, 1, 1]"
22105,11324,2,22105,"[2816, 419]","[1, 1]"
22106,11324,3,22106,[419],[1]
22107,11326,0,22107,"[4748, 1577, 312, 1532, 5836]","[1, 1, 1, 1, 1]"
22108,11326,1,22108,"[1577, 312, 1532, 5836]","[1, 1, 1, 1]"
22109,11326,2,22109,"[312, 1532, 5836]","[1, 1, 1]"
22110,11326,3,22110,"[1532, 5836]","[1, 1]"
22111,11326,4,22111,[5836],[1]
22112,11327,0,22112,"[2106, 6545, 4680, 1691]","[1, 1, 1, 1]"
22113,11327,1,22113,"[6545, 4680, 1691]","[1, 1, 1]"
22114,11327,2,22114,"[4680, 1691]","[1, 1]"
22115,11327,3,22115,[1691],[1]
22116,11328,0,22116,"[3437, 3699, 5743, 541, 2106, 422, 1687]","[1, 1, 1, 1, 1, 1, 1]"
22117,11328,1,22117,"[3699, 5743, 541, 2106, 422, 1687]","[1, 1, 1, 1, 1, 1]"
22118,11328,2,22118,"[5743, 541, 2106, 422, 1687]","[1, 1, 1, 1, 1]"
22119,11328,3,22119,"[541, 2106, 422, 1687]","[1, 1, 1, 1]"
