data_idx,ConvID,qt_movies_mentioned,user_chrono_id,movie_ReDOrId,rating
15945,8891,1,15945,"[1836, 1222, 1324, 665, 5624]","[1, 1, 1, 1, 1]"
15946,8891,2,15946,"[1222, 1324, 665, 5624]","[1, 1, 1, 1]"
15947,8891,3,15947,"[1324, 665, 5624]","[1, 1, 1]"
15948,8891,4,15948,"[665, 5624]","[1, 1]"
15949,8891,5,15949,[5624],[1]
15950,8894,0,15950,"[2584, 1678, 2171, 1841, 1836]","[1, 1, 1, 1, 1]"
15951,8894,1,15951,"[1678, 2171, 1841, 1836]","[1, 1, 1, 1]"
15952,8894,2,15952,"[2171, 1841, 1836]","[1, 1, 1]"
15953,8894,3,15953,"[1841, 1836]","[1, 1]"
15954,8894,4,15954,[1836],[1]
15955,8899,0,15955,"[587, 4533, 4303, 6213, 5300, 6229]","[1, 1, 1, 1, 1, 1]"
15956,8899,1,15956,"[4533, 4303, 6213, 5300, 6229]","[1, 1, 1, 1, 1]"
15957,8899,2,15957,"[4303, 6213, 5300, 6229]","[1, 1, 1, 1]"
15958,8899,3,15958,"[6213, 5300, 6229]","[1, 1, 1]"
15959,8899,4,15959,"[5300, 6229]","[1, 1]"
15960,8899,5,15960,[6229],[1]
15961,8901,0,15961,"[6371, 286, 483, 4294, 1624]","[1, 1, 1, 1, 1]"
15962,8901,1,15962,"[286, 483, 4294, 1624]","[1, 1, 1, 1]"
15963,8901,2,15963,"[483, 4294, 1624]","[1, 1, 1]"
15964,8901,3,15964,"[4294, 1624]","[1, 1]"
15965,8901,4,15965,[1624],[1]
15966,8903,0,15966,"[5094, 977, 3162, 773, 1745, 6064]","[1, 1, 1, 1, 1, 1]"
15967,8903,1,15967,"[977, 3162, 773, 1745, 6064]","[1, 1, 1, 1, 1]"
15968,8903,3,15968,"[773, 1745, 6064]","[1, 1, 1]"
15969,8903,4,15969,"[1745, 6064]","[1, 1]"
15970,8903,5,15970,[6064],[1]
15971,8905,0,15971,"[1194, 2030, 1007, 1301, 3669, 3156, 853]","[1, 1, 1, 1, 1, 1, 1]"
15972,8905,1,15972,"[2030, 1007, 1301, 3669, 3156, 853]","[1, 1, 1, 1, 1, 1]"
15973,8905,2,15973,"[1007, 1301, 3669, 3156, 853]","[1, 1, 1, 1, 1]"
15974,8905,3,15974,"[1301, 3669, 3156, 853]","[1, 1, 1, 1]"
15975,8905,4,15975,"[3669, 3156, 853]","[1, 1, 1]"
15976,8905,5,15976,"[3156, 853]","[1, 1]"
15977,8905,6,15977,[853],[1]
15978,8906,0,15978,"[1194, 4549, 2536, 3669, 2347, 3156, 5198]","[1, 1, 1, 1, 1, 1, 1]"
15979,8906,1,15979,"[4549, 2536, 3669, 2347, 3156, 5198]","[1, 1, 1, 1, 1, 1]"
15980,8906,2,15980,"[2536, 3669, 2347, 3156, 5198]","[1, 1, 1, 1, 1]"
15981,8906,4,15981,"[2347, 3156, 5198]","[1, 1, 1]"
15982,8906,5,15982,"[3156, 5198]","[1, 1]"
15983,8906,6,15983,[5198],[1]
15984,8907,0,15984,"[4972, 1807, 1931, 807, 1571]","[1, 1, 1, 1, 1]"
15985,8907,1,15985,"[1807, 1931, 807, 1571]","[1, 1, 1, 1]"
15986,8907,2,15986,"[1931, 807, 1571]","[1, 1, 1]"
15987,8907,3,15987,"[807, 1571]","[1, 1]"
15988,8907,4,15988,[1571],[1]
15989,8908,0,15989,"[1529, 1941, 2869, 3903]","[1, 1, 1, 1]"
15990,8908,1,15990,"[1941, 2869, 3903]","[1, 1, 1]"
15991,8908,2,15991,"[2869, 3903]","[1, 1]"
15992,8909,0,15992,"[1194, 3657, 3156, 6333, 1266]","[1, 1, 1, 1, 1]"
15993,8909,1,15993,"[3657, 3156, 6333, 1266]","[1, 1, 1, 1]"
15994,8909,2,15994,"[3156, 6333, 1266]","[1, 1, 1]"
15995,8909,3,15995,"[6333, 1266]","[1, 1]"
15996,8909,4,15996,[1266],[1]
15997,8910,0,15997,"[1194, 489, 3156, 5888, 1036]","[1, 1, 1, 1, 1]"
15998,8910,1,15998,"[489, 3156, 5888, 1036]","[1, 1, 1, 1]"
15999,8910,2,15999,"[3156, 5888, 1036]","[1, 1, 1]"
16000,8910,3,16000,"[5888, 1036]","[1, 1]"
16001,8910,4,16001,[1036],[1]
16002,8911,0,16002,"[1573, 6183, 3869, 4068]","[1, 0, 1, 1]"
16003,8911,1,16003,"[6183, 3869, 4068]","[0, 1, 1]"
16004,8911,2,16004,"[3869, 4068]","[1, 1]"
16005,8911,3,16005,[4068],[1]
16006,8912,0,16006,"[2874, 267, 2544, 273]","[1, 1, 1, 1]"
16007,8912,1,16007,"[267, 2544, 273]","[1, 1, 1]"
16008,8912,2,16008,"[2544, 273]","[1, 1]"
16009,8912,3,16009,[273],[1]
16010,8913,1,16010,"[1194, 4549, 3156, 3943, 1068, 5555, 3669, 3701]","[1, 1, 1, 1, 1, 1, 1, 1]"
16011,8913,2,16011,"[4549, 3156, 3943, 1068, 5555, 3669, 3701]","[1, 1, 1, 1, 1, 1, 1]"
16012,8913,3,16012,"[3156, 3943, 1068, 5555, 3669, 3701]","[1, 1, 1, 1, 1, 1]"
16013,8913,4,16013,"[3943, 1068, 5555, 3669, 3701]","[1, 1, 1, 1, 1]"
16014,8913,5,16014,"[1068, 5555, 3669, 3701]","[1, 1, 1, 1]"
16015,8913,7,16015,"[3669, 3701]","[1, 1]"
16016,8914,1,16016,"[1036, 5386, 1044, 475, 483]","[1, 1, 1, 0, 1]"
16017,8914,2,16017,"[5386, 1044, 475, 483]","[1, 1, 0, 1]"
16018,8914,3,16018,"[1044, 475, 483]","[1, 0, 1]"
16019,8914,4,16019,"[475, 483]","[0, 1]"
16020,8914,5,16020,[483],[1]
16021,8915,0,16021,"[3203, 3659, 3202, 5833, 1820, 3089]","[1, 1, 1, 1, 1, 1]"
16022,8915,1,16022,"[3659, 3202, 5833, 1820, 3089]","[1, 1, 1, 1, 1]"
16023,8915,2,16023,"[3202, 5833, 1820, 3089]","[1, 1, 1, 1]"
16024,8915,3,16024,"[5833, 1820, 3089]","[1, 1, 1]"
16025,8915,4,16025,"[1820, 3089]","[1, 1]"
16026,8915,5,16026,[3089],[1]
16027,8917,0,16027,"[3753, 2171, 1070, 4839, 4549, 1849]","[1, 1, 1, 1, 1, 1]"
16028,8917,1,16028,"[2171, 1070, 4839, 4549, 1849]","[1, 1, 1, 1, 1]"
16029,8917,2,16029,"[1070, 4839, 4549, 1849]","[1, 1, 1, 1]"
16030,8917,3,16030,"[4839, 4549, 1849]","[1, 1, 1]"
16031,8917,4,16031,"[4549, 1849]","[1, 1]"
16032,8917,5,16032,[1849],[1]
16033,8919,0,16033,"[1194, 5821, 4549, 435, 3156, 3965, 1604]","[1, 1, 1, 1, 1, 1, 1]"
16034,8919,1,16034,"[5821, 4549, 435, 3156, 3965, 1604]","[1, 1, 1, 1, 1, 1]"
16035,8919,2,16035,"[4549, 435, 3156, 3965, 1604]","[1, 1, 1, 1, 1]"
16036,8919,3,16036,"[435, 3156, 3965, 1604]","[1, 1, 1, 1]"
16037,8919,4,16037,"[3156, 3965, 1604]","[1, 1, 1]"
16038,8919,5,16038,"[3965, 1604]","[1, 1]"
16039,8919,6,16039,[1604],[1]
16040,8920,0,16040,"[3452, 3628, 5833, 4869, 1500]","[1, 1, 0, 0, 1]"
16041,8920,1,16041,"[3628, 5833, 4869, 1500]","[1, 0, 0, 1]"
16042,8920,2,16042,"[5833, 4869, 1500]","[0, 0, 1]"
16043,8920,3,16043,"[4869, 1500]","[0, 1]"
16044,8920,4,16044,[1500],[1]
16045,8921,0,16045,"[1194, 4007, 5330, 3156, 2890, 6370]","[0, 1, 1, 1, 1, 1]"
16046,8921,1,16046,"[4007, 5330, 3156, 2890, 6370]","[1, 1, 1, 1, 1]"
16047,8921,2,16047,"[5330, 3156, 2890, 6370]","[1, 1, 1, 1]"
16048,8921,3,16048,"[3156, 2890, 6370]","[1, 1, 1]"
16049,8921,4,16049,"[2890, 6370]","[1, 1]"
16050,8921,5,16050,[6370],[1]
16051,8922,0,16051,"[1194, 851, 5964, 4549, 1069, 3156, 1301]","[1, 1, 1, 1, 1, 1, 1]"
16052,8922,1,16052,"[851, 5964, 4549, 1069, 3156, 1301]","[1, 1, 1, 1, 1, 1]"
16053,8922,2,16053,"[5964, 4549, 1069, 3156, 1301]","[1, 1, 1, 1, 1]"
16054,8922,3,16054,"[4549, 1069, 3156, 1301]","[1, 1, 1, 1]"
16055,8922,4,16055,"[1069, 3156, 1301]","[1, 1, 1]"
16056,8922,5,16056,"[3156, 1301]","[1, 1]"
16057,8922,6,16057,[1301],[1]
16058,8924,0,16058,"[1194, 547, 489, 4205, 771]","[1, 1, 1, 1, 1]"
16059,8924,1,16059,"[547, 489, 4205, 771]","[1, 1, 1, 1]"
16060,8924,2,16060,"[489, 4205, 771]","[1, 1, 1]"
16061,8924,3,16061,"[4205, 771]","[1, 1]"
16062,8924,4,16062,[771],[1]
16063,8926,0,16063,"[3087, 6318, 152, 6358, 6370, 4895]","[1, 1, 1, 1, 1, 1]"
16064,8926,2,16064,"[152, 6358, 6370, 4895]","[1, 1, 1, 1]"
16065,8926,4,16065,"[6370, 4895]","[1, 1]"
16066,8926,5,16066,[4895],[1]
16067,8927,0,16067,"[1194, 6315, 1951, 3965]","[0, 1, 1, 1]"
16068,8927,1,16068,"[6315, 1951, 3965]","[1, 1, 1]"
16069,8927,2,16069,"[1951, 3965]","[1, 1]"
16070,8927,3,16070,[3965],[1]
16071,8929,0,16071,"[678, 4863, 2921, 4606]","[1, 1, 1, 1]"
16072,8929,1,16072,"[4863, 2921, 4606]","[1, 1, 1]"
16073,8929,2,16073,"[2921, 4606]","[1, 1]"
16074,8929,3,16074,[4606],[1]
16075,8930,0,16075,"[2125, 1951, 6315, 6310, 786, 4019, 3156]","[1, 1, 1, 1, 1, 1, 1]"
16076,8930,1,16076,"[1951, 6315, 6310, 786, 4019, 3156]","[1, 1, 1, 1, 1, 1]"
16077,8930,3,16077,"[6310, 786, 4019, 3156]","[1, 1, 1, 1]"
16078,8930,4,16078,"[786, 4019, 3156]","[1, 1, 1]"
16079,8930,5,16079,"[4019, 3156]","[1, 1]"
16080,8930,6,16080,[3156],[1]
16081,8931,0,16081,"[1416, 3733, 3773, 3344, 660, 5350, 419]","[1, 1, 1, 1, 1, 1, 1]"
16082,8931,1,16082,"[3733, 3773, 3344, 660, 5350, 419]","[1, 1, 1, 1, 1, 1]"
16083,8931,2,16083,"[3773, 3344, 660, 5350, 419]","[1, 1, 1, 1, 1]"
16084,8931,3,16084,"[3344, 660, 5350, 419]","[1, 1, 1, 1]"
16085,8931,4,16085,"[660, 5350, 419]","[1, 1, 1]"
16086,8931,5,16086,"[5350, 419]","[1, 1]"
16087,8931,6,16087,[419],[1]
16088,8933,0,16088,"[4601, 1274, 4383, 3138]","[1, 1, 1, 1]"
16089,8933,1,16089,"[1274, 4383, 3138]","[1, 1, 1]"
16090,8933,2,16090,"[4383, 3138]","[1, 1]"
16091,8933,3,16091,[3138],[1]
16092,8935,0,16092,"[2433, 2555, 4032, 592, 3664, 1681]","[1, 1, 0, 0, 1, 1]"
16093,8935,1,16093,"[2555, 4032, 592, 3664, 1681]","[1, 0, 0, 1, 1]"
16094,8935,2,16094,"[4032, 592, 3664, 1681]","[0, 0, 1, 1]"
16095,8935,3,16095,"[592, 3664, 1681]","[0, 1, 1]"
16096,8935,4,16096,"[3664, 1681]","[1, 1]"
16097,8935,5,16097,[1681],[1]
16098,8938,0,16098,"[1474, 734, 5467, 3344, 1607]","[1, 1, 1, 1, 1]"
16099,8938,1,16099,"[734, 5467, 3344, 1607]","[1, 1, 1, 1]"
16100,8938,2,16100,"[5467, 3344, 1607]","[1, 1, 1]"
16101,8938,3,16101,"[3344, 1607]","[1, 1]"
16102,8938,4,16102,[1607],[1]
16103,8940,0,16103,"[1226, 4898, 438, 4606, 5166]","[1, 1, 1, 1, 1]"
16104,8940,2,16104,"[438, 4606, 5166]","[1, 1, 1]"
16105,8940,3,16105,"[4606, 5166]","[1, 1]"
16106,8940,4,16106,[5166],[1]
16107,8942,0,16107,"[250, 6342, 3222]","[1, 1, 1]"
16108,8942,1,16108,"[6342, 3222]","[1, 1]"
16109,8942,2,16109,[3222],[1]
16110,8943,0,16110,"[3064, 5930, 2919, 4290]","[1, 1, 1, 1]"
16111,8943,2,16111,"[2919, 4290]","[1, 1]"
16112,8947,0,16112,"[6315, 3733, 6309, 799, 4863]","[1, 1, 1, 1, 1]"
16113,8947,1,16113,"[3733, 6309, 799, 4863]","[1, 1, 1, 1]"
16114,8947,2,16114,"[6309, 799, 4863]","[1, 1, 1]"
16115,8947,3,16115,"[799, 4863]","[1, 1]"
16116,8947,4,16116,[4863],[1]
16117,8948,0,16117,"[794, 1140, 1069, 4497, 1971, 6031, 5014]","[1, 1, 1, 1, 1, 1, 1]"
16118,8948,1,16118,"[1140, 1069, 4497, 1971, 6031, 5014]","[1, 1, 1, 1, 1, 1]"
16119,8948,2,16119,"[1069, 4497, 1971, 6031, 5014]","[1, 1, 1, 1, 1]"
16120,8948,3,16120,"[4497, 1971, 6031, 5014]","[1, 1, 1, 1]"
16121,8948,4,16121,"[1971, 6031, 5014]","[1, 1, 1]"
16122,8948,5,16122,"[6031, 5014]","[1, 1]"
16123,8948,6,16123,[5014],[1]
16124,8949,0,16124,"[444, 5263, 257, 4187, 143, 5849]","[1, 1, 1, 1, 1, 0]"
16125,8949,1,16125,"[5263, 257, 4187, 143, 5849]","[1, 1, 1, 1, 0]"
16126,8949,2,16126,"[257, 4187, 143, 5849]","[1, 1, 1, 0]"
16127,8949,3,16127,"[4187, 143, 5849]","[1, 1, 0]"
16128,8949,4,16128,"[143, 5849]","[1, 0]"
16129,8949,5,16129,[5849],[0]
16130,8950,0,16130,"[7, 5569, 371, 2983, 5930]","[1, 1, 1, 1, 1]"
16131,8950,2,16131,"[371, 2983, 5930]","[1, 1, 1]"
16132,8950,3,16132,"[2983, 5930]","[1, 1]"
16133,8950,4,16133,[5930],[1]
16134,8951,0,16134,"[4895, 247, 483, 1078, 6481, 4188]","[1, 1, 1, 1, 1, 1]"
16135,8951,1,16135,"[247, 483, 1078, 6481, 4188]","[1, 1, 1, 1, 1]"
16136,8951,2,16136,"[483, 1078, 6481, 4188]","[1, 1, 1, 1]"
16137,8951,3,16137,"[1078, 6481, 4188]","[1, 1, 1]"
16138,8951,4,16138,"[6481, 4188]","[1, 1]"
16139,8951,5,16139,[4188],[1]
16140,8952,0,16140,"[6342, 5467, 1474, 2354, 5565, 5334, 1757]","[1, 1, 1, 0, 0, 1, 1]"
16141,8952,2,16141,"[1474, 2354, 5565, 5334, 1757]","[1, 0, 0, 1, 1]"
16142,8952,3,16142,"[2354, 5565, 5334, 1757]","[0, 0, 1, 1]"
16143,8952,4,16143,"[5565, 5334, 1757]","[0, 1, 1]"
16144,8952,5,16144,"[5334, 1757]","[1, 1]"
16145,8952,6,16145,[1757],[1]
16146,8953,0,16146,"[2933, 6480, 1372]","[1, 1, 1]"
16147,8953,1,16147,"[6480, 1372]","[1, 1]"
16148,8953,2,16148,[1372],[1]
16149,8955,0,16149,"[5198, 1021, 2115, 3156]","[1, 1, 1, 1]"
16150,8955,1,16150,"[1021, 2115, 3156]","[1, 1, 1]"
16151,8955,2,16151,"[2115, 3156]","[1, 1]"
16152,8955,3,16152,[3156],[1]
16153,8956,0,16153,"[5603, 5350, 709, 5437, 6267, 6315]","[1, 0, 1, 1, 1, 1]"
16154,8956,1,16154,"[5350, 709, 5437, 6267, 6315]","[0, 1, 1, 1, 1]"
16155,8956,2,16155,"[709, 5437, 6267, 6315]","[1, 1, 1, 1]"
16156,8956,3,16156,"[5437, 6267, 6315]","[1, 1, 1]"
16157,8956,4,16157,"[6267, 6315]","[1, 1]"
16158,8956,5,16158,[6315],[1]
16159,8957,0,16159,"[2115, 4615, 2030, 4180, 5685]","[1, 1, 1, 1, 1]"
16160,8957,1,16160,"[4615, 2030, 4180, 5685]","[1, 1, 1, 1]"
16161,8957,2,16161,"[2030, 4180, 5685]","[1, 1, 1]"
16162,8957,3,16162,"[4180, 5685]","[1, 1]"
16163,8957,4,16163,[5685],[1]
16164,8960,0,16164,"[5014, 6309, 4601, 5806]","[1, 1, 1, 1]"
16165,8960,1,16165,"[6309, 4601, 5806]","[1, 1, 1]"
16166,8960,2,16166,"[4601, 5806]","[1, 1]"
16167,8960,3,16167,[5806],[1]
16168,8961,0,16168,"[1542, 6267, 4606, 2209, 4547, 2055, 1620, 3724]","[1, 1, 1, 1, 1, 1, 1, 1]"
16169,8961,1,16169,"[6267, 4606, 2209, 4547, 2055, 1620, 3724]","[1, 1, 1, 1, 1, 1, 1]"
16170,8961,3,16170,"[2209, 4547, 2055, 1620, 3724]","[1, 1, 1, 1, 1]"
16171,8961,4,16171,"[4547, 2055, 1620, 3724]","[1, 1, 1, 1]"
16172,8961,5,16172,"[2055, 1620, 3724]","[1, 1, 1]"
16173,8961,6,16173,"[1620, 3724]","[1, 1]"
16174,8961,7,16174,[3724],[1]
16175,8962,0,16175,"[1407, 5603, 1198, 217]","[1, 1, 1, 1]"
16176,8962,2,16176,"[1198, 217]","[1, 1]"
16177,8962,3,16177,[217],[1]
16178,8963,0,16178,"[3217, 3327, 4073, 4452, 4606]","[1, 1, 1, 1, 1]"
16179,8964,0,16179,"[1702, 1046, 5956, 2350, 3270, 3710, 3542, 2161, 1656, 3798]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
16180,8964,1,16180,"[1046, 5956, 2350, 3270, 3710, 3542, 2161, 1656, 3798]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
16181,8964,3,16181,"[2350, 3270, 3710, 3542, 2161, 1656, 3798]","[1, 1, 1, 1, 1, 1, 1]"
16182,8964,5,16182,"[3710, 3542, 2161, 1656, 3798]","[1, 1, 1, 1, 1]"
16183,8964,6,16183,"[3542, 2161, 1656, 3798]","[1, 1, 1, 1]"
16184,8964,7,16184,"[2161, 1656, 3798]","[1, 1, 1]"
16185,8964,8,16185,"[1656, 3798]","[1, 1]"
16186,8964,9,16186,[3798],[1]
16187,8965,0,16187,[4014],[1]
16188,8966,0,16188,"[2780, 6319, 2005]","[1, 1, 1]"
16189,8966,1,16189,"[6319, 2005]","[1, 1]"
16190,8966,2,16190,[2005],[1]
16191,8967,0,16191,"[1206, 5963, 4542, 5792, 3835, 4998, 3138, 3217, 6098, 2837, 4636]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
16192,8967,2,16192,"[4542, 5792, 3835, 4998, 3138, 3217, 6098, 2837, 4636]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
16193,8967,4,16193,"[3835, 4998, 3138, 3217, 6098, 2837, 4636]","[1, 1, 1, 1, 1, 1, 1]"
16194,8967,5,16194,"[4998, 3138, 3217, 6098, 2837, 4636]","[1, 1, 1, 1, 1, 1]"
16195,8967,6,16195,"[3138, 3217, 6098, 2837, 4636]","[1, 1, 1, 1, 1]"
16196,8967,7,16196,"[3217, 6098, 2837, 4636]","[1, 1, 1, 1]"
16197,8967,9,16197,"[2837, 4636]","[1, 1]"
16198,8971,0,16198,"[3556, 1297, 5611]","[1, 1, 1]"
16199,8971,1,16199,"[1297, 5611]","[1, 1]"
16200,8971,2,16200,[5611],[1]
16201,8974,0,16201,"[6310, 4863, 5467, 1416]","[1, 1, 0, 1]"
16202,8974,1,16202,"[4863, 5467, 1416]","[1, 0, 1]"
16203,8974,2,16203,"[5467, 1416]","[0, 1]"
16204,8974,3,16204,[1416],[1]
16205,8975,0,16205,"[799, 4863, 3099]","[1, 1, 1]"
16206,8975,1,16206,"[4863, 3099]","[1, 1]"
16207,8975,2,16207,[3099],[1]
16208,8976,0,16208,[2919],[1]
16209,8977,0,16209,"[976, 2164, 3520, 796]","[1, 1, 1, 1]"
16210,8977,1,16210,"[2164, 3520, 796]","[1, 1, 1]"
16211,8977,2,16211,"[3520, 796]","[1, 1]"
16212,8977,3,16212,[796],[1]
16213,8978,0,16213,"[2923, 4185, 2983, 4636]","[1, 1, 1, 1]"
16214,8978,1,16214,"[4185, 2983, 4636]","[1, 1, 1]"
16215,8978,2,16215,"[2983, 4636]","[1, 1]"
16216,8978,3,16216,[4636],[1]
16217,8979,0,16217,[2338],[1]
16218,8982,0,16218,"[5091, 3099, 2558]","[1, 1, 1]"
16219,8982,1,16219,"[3099, 2558]","[1, 1]"
16220,8982,2,16220,[2558],[1]
16221,8983,0,16221,"[2254, 3153, 2071, 2112]","[1, 1, 1, 1]"
16222,8983,1,16222,"[3153, 2071, 2112]","[1, 1, 1]"
16223,8983,2,16223,"[2071, 2112]","[1, 1]"
16224,8983,3,16224,[2112],[1]
16225,8985,0,16225,"[1568, 2445, 1951, 1148, 4577, 5374, 111]","[1, 1, 1, 1, 1, 1, 1]"
16226,8985,1,16226,"[2445, 1951, 1148, 4577, 5374, 111]","[1, 1, 1, 1, 1, 1]"
16227,8985,2,16227,"[1951, 1148, 4577, 5374, 111]","[1, 1, 1, 1, 1]"
16228,8985,3,16228,"[1148, 4577, 5374, 111]","[1, 1, 1, 1]"
16229,8985,4,16229,"[4577, 5374, 111]","[1, 1, 1]"
16230,8985,5,16230,"[5374, 111]","[1, 1]"
16231,8985,6,16231,[111],[1]
16232,8986,0,16232,"[5389, 2968, 5023, 4863, 4446, 5922, 12, 6217, 78]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
16233,8986,1,16233,"[2968, 5023, 4863, 4446, 5922, 12, 6217, 78]","[1, 1, 1, 1, 1, 1, 1, 1]"
16234,8986,3,16234,"[4863, 4446, 5922, 12, 6217, 78]","[1, 1, 1, 1, 1, 1]"
16235,8986,4,16235,"[4446, 5922, 12, 6217, 78]","[1, 1, 1, 1, 1]"
16236,8986,6,16236,"[12, 6217, 78]","[1, 1, 1]"
16237,8986,8,16237,[78],[1]
16238,8987,0,16238,"[5467, 1170, 2693]","[1, 1, 1]"
16239,8987,1,16239,"[1170, 2693]","[1, 1]"
16240,8987,2,16240,[2693],[1]
16241,8990,0,16241,"[4440, 1307, 975]","[1, 1, 1]"
16242,8990,1,16242,"[1307, 975]","[1, 1]"
16243,8990,2,16243,[975],[1]
16244,8991,0,16244,"[1656, 5974, 5934, 94, 3535, 1720]","[1, 1, 0, 0, 1, 1]"
16245,8991,2,16245,"[5934, 94, 3535, 1720]","[0, 0, 1, 1]"
16246,8991,3,16246,"[94, 3535, 1720]","[0, 1, 1]"
16247,8991,4,16247,"[3535, 1720]","[1, 1]"
16248,8991,5,16248,[1720],[1]
16249,8997,0,16249,"[2620, 6058, 4330, 440, 5685]","[1, 0, 0, 0, 1]"
16250,8997,1,16250,"[6058, 4330, 440, 5685]","[0, 0, 0, 1]"
16251,8997,2,16251,"[4330, 440, 5685]","[0, 0, 1]"
16252,8997,3,16252,"[440, 5685]","[0, 1]"
16253,8997,4,16253,[5685],[1]
16254,9000,0,16254,"[3337, 4452, 2149, 3275, 5565]","[1, 1, 1, 1, 1]"
16255,9000,1,16255,"[4452, 2149, 3275, 5565]","[1, 1, 1, 1]"
16256,9000,2,16256,"[2149, 3275, 5565]","[1, 1, 1]"
16257,9000,3,16257,"[3275, 5565]","[1, 1]"
16258,9000,4,16258,[5565],[1]
16259,9001,0,16259,"[1656, 5059, 5956, 27]","[1, 1, 1, 1]"
16260,9001,1,16260,"[5059, 5956, 27]","[1, 1, 1]"
16261,9001,2,16261,"[5956, 27]","[1, 1]"
16262,9001,3,16262,[27],[1]
16263,9002,0,16263,"[794, 3984, 4693]","[1, 1, 1]"
16264,9002,1,16264,"[3984, 4693]","[1, 1]"
16265,9002,2,16265,[4693],[1]
16266,9003,0,16266,"[4939, 863, 6323, 2303, 1307]","[1, 1, 1, 0, 1]"
16267,9003,1,16267,"[863, 6323, 2303, 1307]","[1, 1, 0, 1]"
16268,9003,2,16268,"[6323, 2303, 1307]","[1, 0, 1]"
16269,9003,3,16269,"[2303, 1307]","[0, 1]"
16270,9003,4,16270,[1307],[1]
16271,9005,0,16271,"[1971, 3039, 1274, 3619, 1683, 5418]","[1, 1, 1, 1, 1, 1]"
16272,9005,1,16272,"[3039, 1274, 3619, 1683, 5418]","[1, 1, 1, 1, 1]"
16273,9005,2,16273,"[1274, 3619, 1683, 5418]","[1, 1, 1, 1]"
16274,9005,3,16274,"[3619, 1683, 5418]","[1, 1, 1]"
16275,9005,4,16275,"[1683, 5418]","[1, 1]"
16276,9005,5,16276,[5418],[1]
16277,9008,0,16277,"[3848, 645, 699, 5750]","[1, 0, 1, 1]"
16278,9008,1,16278,"[645, 699, 5750]","[0, 1, 1]"
16279,9008,2,16279,"[699, 5750]","[1, 1]"
16280,9008,3,16280,[5750],[1]
16281,9009,0,16281,"[159, 3749, 6289, 1205, 1191]","[1, 1, 0, 1, 1]"
16282,9009,1,16282,"[3749, 6289, 1205, 1191]","[1, 0, 1, 1]"
16283,9009,2,16283,"[6289, 1205, 1191]","[0, 1, 1]"
16284,9009,3,16284,"[1205, 1191]","[1, 1]"
16285,9009,4,16285,[1191],[1]
16286,9011,0,16286,"[3710, 1836, 2628, 4271]","[1, 1, 1, 1]"
16287,9011,1,16287,"[1836, 2628, 4271]","[1, 1, 1]"
16288,9011,2,16288,"[2628, 4271]","[1, 1]"
16289,9011,3,16289,[4271],[1]
16290,9012,0,16290,"[2145, 159, 1191, 4231, 4258, 1304, 6370]","[1, 1, 0, 1, 0, 1, 1]"
16291,9012,1,16291,"[159, 1191, 4231, 4258, 1304, 6370]","[1, 0, 1, 0, 1, 1]"
16292,9012,2,16292,"[1191, 4231, 4258, 1304, 6370]","[0, 1, 0, 1, 1]"
16293,9012,3,16293,"[4231, 4258, 1304, 6370]","[1, 0, 1, 1]"
16294,9012,4,16294,"[4258, 1304, 6370]","[0, 1, 1]"
16295,9012,5,16295,"[1304, 6370]","[1, 1]"
16296,9012,6,16296,[6370],[1]
16297,9014,0,16297,"[1194, 4873, 4211, 1929, 853]","[1, 1, 1, 1, 1]"
16298,9014,1,16298,"[4873, 4211, 1929, 853]","[1, 1, 1, 1]"
16299,9014,2,16299,"[4211, 1929, 853]","[1, 1, 1]"
16300,9014,3,16300,"[1929, 853]","[1, 1]"
16301,9014,4,16301,[853],[1]
16302,9015,0,16302,"[5569, 5930, 7, 6004, 4290]","[1, 1, 1, 0, 1]"
16303,9015,2,16303,"[7, 6004, 4290]","[1, 0, 1]"
16304,9015,3,16304,"[6004, 4290]","[0, 1]"
16305,9015,4,16305,[4290],[1]
16306,9016,0,16306,"[3632, 431, 743, 3798]","[1, 0, 1, 1]"
16307,9016,1,16307,"[431, 743, 3798]","[0, 1, 1]"
16308,9016,2,16308,"[743, 3798]","[1, 1]"
16309,9016,3,16309,[3798],[1]
16310,9017,0,16310,"[2125, 5624, 3203, 3628, 1191, 5300]","[1, 1, 1, 1, 1, 1]"
16311,9017,1,16311,"[5624, 3203, 3628, 1191, 5300]","[1, 1, 1, 1, 1]"
16312,9017,2,16312,"[3203, 3628, 1191, 5300]","[1, 1, 1, 1]"
16313,9017,3,16313,"[3628, 1191, 5300]","[1, 1, 1]"
16314,9017,4,16314,"[1191, 5300]","[1, 1]"
16315,9017,5,16315,[5300],[1]
16316,9018,0,16316,"[1407, 5749, 4606]","[1, 1, 1]"
16317,9018,2,16317,[4606],[1]
16318,9020,0,16318,"[427, 1542, 127, 4124]","[1, 1, 1, 1]"
16319,9020,2,16319,"[127, 4124]","[1, 1]"
16320,9020,3,16320,[4124],[1]
16321,9022,0,16321,"[413, 4271, 1969, 6232, 3492, 2483]","[1, 1, 1, 1, 1, 1]"
